1571055641,0,26,0,"C3,C2;S3,SK;S4,S2;D5,DQ;D6,D2;C5,CK;D9,D3;S5,S10;C6,C4;S7,S9;DK,D4;C7,C9;SJ,S6;C10,C8;CJ,HQ;SQ,S8;CQ,HJ;CA,H8;SA,H6;HK,H5;H3,H2;H10,DA;H4,DJ;HA,D10;H7,D8;H9,D7"
1571055641,0,23,0,"C3,C2;S2,SK;D3,D2;S3,SQ;S5,S4;D6,DJ;C9,C4;S7,SJ;D8,D4;S8,S9;CQ,C5;S10,S6;DQ,D10;DK,D9;CK,CJ;CA,C10;SA,HA;H7,HQ;H3,H2;H5,HJ;HK,D5;H4,C6;H8,D7;H10,C7;H6,C8;H9,DA"
1571055641,0,4,0,"C3,C2;D2,DQ;S3,S2;D3,DJ;C7,C4;D4,D7;S6,S4;D6,D5;S7,S10;C9,C5;S8,S5;D8,DA;CJ,C6;D9,SQ;S9,SA;CQ,C8;D10,HA;SJ,SK;H2,H3;H6,H4;DK,HQ;CA,CK;H8,H10;H9,H5;HJ,H7;HK,C10"
1571055641,0,20,0,"C4,C2;S2,SK;D3,D2;S4,SQ;S5,S3;C5,CQ;C6,C3;D5,DQ;D8,D4;S6,SJ;D9,D6;S7,S8;C9,C7;S9,HA;C10,CJ;H3,H2;S10,HK;D10,DJ;H4,H5;H6,H7;DK,D7;CK,C8;SA,HQ;CA,HJ;H9,H10;H8,DA"
1571055641,0,11,0,"C5,C2;S4,S2;D2,D9;S6,S3;C3,CQ;D4,D3;C4,C10;S7,S5;D5,D8;D10,D6;C6,C7;DJ,D7;C8,SQ;C9,HK;S9,S10;H2,H6;H3,H7;SJ,S8;CJ,HQ;DQ,DA;H4,H8;H5,H10;H9,HJ;CK,DK;CA,SK;HA,SA"
1571055641,0,17,0,"C3,C2;S3,SK;S5,S2;D3,DK;D5,D2;C4,CQ;D7,D4;S6,SQ;S7,S4;C7,CJ;C8,C5;S8,S9;C9,C6;S10,HK;SJ,HJ;DJ,DQ;H2,H3;H4,H5;DA,D6;CK,C10;SA,H10;CA,H8;H9,H7;H6,D10;HQ,D9;HA,D8"
