1571062602,1,2,0,"C3,C2;DQ,D2;S9,S2;DJ,D3;S7,S3;SK,S4;CQ,C5;D10,D4;CJ,C6;CK,C4;S5,S6;D7,D6;D8,D5;CA,C7;SQ,C8;HA,C9;H10,H5;HQ,H2;H7,H8;H6,H9;H4,HJ;HK,D9;H3,C10;SJ,DK;S10,SA;S8,DA"
1571062602,1,4,0,"C3,C2;S10,S2;DQ,D2;S7,S3;D10,D4;D6,D3;D8,D5;C8,C4;C10,C6;C7,C5;D7,D9;SQ,DJ;C9,CJ;HQ,CQ;HJ,H2;H5,H3;H7,H4;HA,H6;SA,H8;SK,H9;SJ,H10;S9,HK;S8,DK;S6,CK;S5,DA;S4,CA"
1571062602,1,9,0,"C3,C2;SJ,S2;D10,D2;D7,D3;SK,S3;CQ,C4;CK,C5;D5,D4;SQ,S5;S9,S4;CJ,C7;DA,D6;S10,S7;SA,S6;C10,C8;CA,C6;HA,S8;HJ,H5;HQ,H2;H8,H6;H9,H3;H4,H7;HK,C9;D9,DJ;D8,DQ;H10,DK"
1571062602,1,15,0,"C4,C2;SK,S2;D10,D2;DK,D3;SJ,S3;DQ,D4;CK,C3;DJ,D5;S10,S4;SQ,S5;C10,C5;D9,D7;C9,C6;CA,C7;SA,S6;D6,D8;S8,S9;H9,DA;H7,H3;H4,H2;H6,H8;H5,H10;CQ,HJ;CJ,HQ;C8,HK;S7,HA"
1571062602,1,20,0,"C6,C2;S10,S2;SA,S3;DK,D2;CQ,C3;DQ,D3;C10,C4;DJ,D4;SK,S4;D6,D5;SQ,S5;C7,C8;C5,C9;HA,D7;HQ,H3;H9,H2;HJ,H4;SJ,S6;H10,H5;HK,H6;CA,H7;CK,H8;CJ,D8;S9,D9;S8,D10;S7,DA"
1571062602,1,18,0,"C8,C2;S8,S2;DQ,D2;DK,D3;CK,C3;S7,S3;D10,D4;S6,S4;CQ,C4;SA,S5;C9,C5;DJ,D5;HA,C6;HJ,H3;HQ,H2;H9,H4;H10,H7;HK,H5;SK,S9;H8,H6;SQ,S10;DA,C7;D9,C10;D8,SJ;D7,CJ;D6,CA"
1571062602,1,4,0,"C4,C2;S9,S2;DK,D2;S7,S3;CJ,C3;S6,S4;D9,D3;D5,D4;C10,C6;CQ,C5;CA,C7;SA,S5;D8,D10;S10,SJ;D7,DJ;D6,DQ;S8,SQ;HK,SK;H9,H2;H3,H4;HA,H5;H7,H8;H6,H10;CK,HJ;C9,HQ;C8,DA"
